rank,username,digg_profile_username,display_name,role,cohort,tech_ranked_followers,gravity,score,followers_count,bio,x_id,github_url,previous_rank,rank_change,category_rank,category_confidence,vibe_distribution,vibe_tweet_count,is_new_entrant,is_emerging_startup,emerging_reasoning,classification_tldr,cohort_rank,digg_url,x_url
453,__nmca__,__nmca__,Nat McAleese,AI Safety,tech,165,2.177,165,16845,"Research @AnthropicAI. Previously @OpenAI, @DeepMind. Views my own.",1436080998366777346,https://github.com/n-mca,362,-91,27,9.5,"{'troll': 0.1, 'banter': 1.9, 'hopeful': 12.2, 'humorous': 16.6, 'teaching': 10.3, 'combative': 0.4, 'informing': 25.2, 'announcing': 8.6, 'supportive': 10.1, 'provocative': 12.8, 'devils_advocate': 2}",199,False,False,,,164,https://digg.com/u/x/__nmca__,https://x.com/__nmca__
454,tqchenml,tqchenml,Tianqi Chen,Open Source,ai,165,2.177,165,20305,"AssistProf @CarnegieMellon. Distinguished Eng @NVIDIA. Creator of @XGBoostProject, @ApacheTVM. Member http://catalyst.cs.cmu.edu, @TheASF. Views ar...",3187990776,https://github.com/tqchen,446,-8,5,8,"{'troll': 0, 'banter': 0.1, 'hopeful': 20.5, 'humorous': 0.6, 'teaching': 9.7, 'combative': 0, 'informing': 33.4, 'announcing': 25.2, 'supportive': 10.2, 'provocative': 0.2, 'devils_advocate': 0.2}",190,False,False,,,290,https://digg.com/u/x/tqchenml,https://x.com/tqchenml
455,drewhouston,drewhouston,Drew Houston,Founder,tech,164,2.164,164,547201,Founder/CEO of Dropbox · Board of directors at Meta,14225267,https://github.com/drewhouston,,,67,9.5,"{'troll': 0, 'banter': 0.8, 'hopeful': 18.3, 'humorous': 3.1, 'teaching': 9.9, 'combative': 0, 'informing': 16.5, 'announcing': 21.4, 'supportive': 28.6, 'provocative': 1.4, 'devils_advocate': 0}",180,False,False,,,165,https://digg.com/u/x/drewhouston,https://x.com/drewhouston
456,nickcammarata,nickcammarata,Nick,Researcher,tech,164,2.164,164,94734,"neural network biologist, meditation, jhana brother",24761783,https://github.com/ncammarata,407,-49,92,7.2,"{'troll': 0, 'banter': 0.7, 'hopeful': 14.7, 'humorous': 19.3, 'teaching': 21.6, 'combative': 0.1, 'informing': 21.9, 'announcing': 8.5, 'supportive': 1.8, 'provocative': 10.4, 'devils_advocate': 1.2}",200,False,False,,,166,https://digg.com/u/x/nickcammarata,https://x.com/nickcammarata
457,boknilev,boknilev,Yonatan Belinkov,Academic,ai,164,2.164,164,5693,Associate professor of computer science @TechnionLive; visiting scholar @KempnerInst 2025-2026.,554869994,https://github.com/boknilev,584,127,121,,{},0,False,False,,,291,https://digg.com/u/x/boknilev,https://x.com/boknilev
458,realGeorgeHotz,realgeorgehotz,George Hotz 🌑,Founder,tech,164,2.164,164,303601,President @comma_ai. Founder @__tinygrad__,771970414155182081,https://github.com/geohot,490,32,68,7.5,{},0,False,False,,,167,https://digg.com/u/x/realgeorgehotz,https://x.com/realGeorgeHotz
459,Yuhu_ai_,yuhu_ai_,Yuhuai (Tony) Wu,Researcher,tech,164,2.164,164,55387,know thyself. co-founder @xai.,881959726958862337,https://github.com/yuhuaiwu,245,-214,93,8,"{'troll': 0, 'banter': 0.7, 'hopeful': 17.2, 'humorous': 1.6, 'teaching': 14.2, 'combative': 0.3, 'informing': 29.3, 'announcing': 22.1, 'supportive': 13.1, 'provocative': 1.4, 'devils_advocate': 0.3}",200,False,False,,,168,https://digg.com/u/x/yuhu_ai_,https://x.com/Yuhu_ai_
460,lachygroom,lachygroom,Lachy Groom,Founder,tech,163,2.15,163,128798,it's pronounced locky. lachygroom@gmail.com. π.com,14647871,https://github.com/LachyGroom,,,69,8.5,"{'troll': 0, 'banter': 5.3, 'hopeful': 16.1, 'humorous': 18.6, 'teaching': 9.6, 'combative': 0.2, 'informing': 13.3, 'announcing': 14.4, 'supportive': 13.9, 'provocative': 7.9, 'devils_advocate': 0.8}",171,False,False,,,169,https://digg.com/u/x/lachygroom,https://x.com/lachygroom
461,MishaLaskin,mishalaskin,Misha Laskin,Founder,ai,163,2.15,163,16780,"co-founder, ceo @reflection_ai",1674028088,https://github.com/mishalaskin,375,-86,70,9,"{'troll': 0, 'banter': 0.5, 'hopeful': 9.3, 'humorous': 3.5, 'teaching': 39.5, 'combative': 0, 'informing': 23.6, 'announcing': 8.9, 'supportive': 10.1, 'provocative': 3.6, 'devils_advocate': 1.1}",200,False,False,,,292,https://digg.com/u/x/mishalaskin,https://x.com/MishaLaskin
462,kevinroose,kevinroose,Kevin Roose,Creator,tech,163,2.15,163,172284,"NYT tech columnist, Hard Fork co-host, high-perplexity language model. Writing a book about AGI.",18816166,,485,23,17,9,"{'troll': 0.1, 'banter': 2.3, 'hopeful': 5.1, 'humorous': 21.2, 'teaching': 7.3, 'combative': 0.3, 'informing': 25, 'announcing': 16.9, 'supportive': 4.9, 'provocative': 15, 'devils_advocate': 2.2}",200,False,False,,,170,https://digg.com/u/x/kevinroose,https://x.com/kevinroose
463,johnhewtt,johnhewtt,John Hewitt,Academic,ai,163,2.15,163,7200,Assistant Prof @columbia CS. Visiting Researcher @ Google DeepMind. PhD from @stanfordnlp. Language x Neural Nets.,3050272306,https://github.com/john-hewitt,509,46,122,,{},0,False,False,,,293,https://digg.com/u/x/johnhewtt,https://x.com/johnhewtt
464,akanazawa,akanazawa,Angjoo Kanazawa,Academic,ai,163,2.15,163,21076,"Assistant Professor at @Berkeley_EECS, @berkeley_ai. KAIR, @nerfstudioteam. Amazon Scholar @ FAR. Previously advised @WonderDynamics and @LumaLabsA...",310606981,https://github.com/akanazawa,560,96,123,,"{'troll': 0, 'banter': 0.3, 'hopeful': 13.4, 'humorous': 5.3, 'teaching': 8.9, 'combative': 0, 'informing': 25.5, 'announcing': 20, 'supportive': 25.6, 'provocative': 0.9, 'devils_advocate': 0.3}",200,False,False,,,294,https://digg.com/u/x/akanazawa,https://x.com/akanazawa
465,SpaceX,spacex,SpaceX,Company,tech,163,2.15,163,41877022,"SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft",34743251,,427,-38,14,10,{},0,False,False,,,171,https://digg.com/u/x/spacex,https://x.com/SpaceX
466,adityagrover_,adityagrover_,Aditya Grover,Founder,ai,163,2.15,163,13440,CTO & Co-Founder @_inception_ai. AI Prof @UCLA. CS PhD @Stanford. Denoising intelligence.,39525395,https://github.com/aditya-grover,452,-14,71,7.5,"{'troll': 0, 'banter': 0.3, 'hopeful': 13.8, 'humorous': 1.2, 'teaching': 9.8, 'combative': 0, 'informing': 27.8, 'announcing': 28, 'supportive': 17.2, 'provocative': 1.7, 'devils_advocate': 0.3}",160,False,False,,,295,https://digg.com/u/x/adityagrover_,https://x.com/adityagrover_
467,ericmitchellai,ericmitchellai,Eric,Research Engineer,ai,163,2.15,163,12315,chatgpt posttraining @openai. building personal agi. I like ai and music and some other stuff,942749627627065344,https://github.com/eric-mitchell,335,-132,63,8.5,"{'troll': 0, 'banter': 3.9, 'hopeful': 11.7, 'humorous': 13.5, 'teaching': 20.2, 'combative': 0.2, 'informing': 20.9, 'announcing': 8.5, 'supportive': 14.1, 'provocative': 4.6, 'devils_advocate': 2.1}",170,False,False,,,296,https://digg.com/u/x/ericmitchellai,https://x.com/ericmitchellai
468,ChengleiSi,chengleisi,CLS,Researcher,ai,162,2.137,162,6442,Founding member @Recursive_SI & PhD @stanfordnlp | teaching language models to do research,1025746328603611138,https://github.com/NoviScl,464,-4,94,,{},0,False,False,,,297,https://digg.com/u/x/chengleisi,https://x.com/ChengleiSi
469,nabla_theta,nabla_theta,Leo Gao,AI Safety,tech,162,2.137,162,12634,"working on AGI alignment. prev: GPT-Neo, the Pile, LM evals, RL overoptimization, scaling SAEs to GPT-4, interp via circuit sparsity. EleutherAI co...",1174529814264332289,https://github.com/leogao2,302,-167,28,8.5,"{'troll': 0, 'banter': 1.9, 'hopeful': 3.6, 'humorous': 33.1, 'teaching': 13.9, 'combative': 0, 'informing': 25.4, 'announcing': 10.3, 'supportive': 3.3, 'provocative': 7.8, 'devils_advocate': 0.8}",198,False,False,,,172,https://digg.com/u/x/nabla_theta,https://x.com/nabla_theta
470,sindero,sindero,"Dr S Osindero 🇺🇦🐘 σ(soc, sindero)+elsewhere tbd",Researcher,ai,162,2.137,162,3893,"Jack of all trades, master of some•ⒶⒾ@DeepMind•Personal account•Mostly AI/ML/CS/biotech/physics/math/complexity/art/animals•They/Any•⚛️🏳️‍🌈🇬🇧🇨🇦🇺🇸🇪🇺",158799075,,418,-52,95,8.2,{},0,False,False,,,298,https://digg.com/u/x/sindero,https://x.com/sindero
471,jennwvaughan,jennwvaughan,Jenn Wortman Vaughan,Researcher,ai,162,2.137,162,10349,"Sr. Principal Research Manager, Microsoft Research, NYC. Machine learning transparency, intelligibility, fairness, evaluation.",2869101210,,505,34,96,8.5,"{'troll': 0, 'banter': 0.5, 'hopeful': 19.3, 'humorous': 4.8, 'teaching': 11.1, 'combative': 0, 'informing': 21, 'announcing': 22.3, 'supportive': 20.4, 'provocative': 0.6, 'devils_advocate': 0}",200,False,False,,,299,https://digg.com/u/x/jennwvaughan,https://x.com/jennwvaughan
472,universeinanegg,universeinanegg,Ari Holtzman,Academic,ai,162,2.137,162,4591,"Asst Prof @UChicagoCS & @DSI_UChicago, leading Conceptualization Lab http://conceptualization.ai Minting new vocabulary to conceptualize generative...",3262723722,https://github.com/ari-holtzman,540,68,124,,{},0,False,False,,,300,https://digg.com/u/x/universeinanegg,https://x.com/universeinanegg
473,mlittmancs,mlittmancs,Michael Littman,Academic,ai,162,2.137,162,7691,,404994634,https://github.com/mlittmancs,541,68,125,8.5,"{'troll': 0, 'banter': 3.5, 'hopeful': 5.2, 'humorous': 16.5, 'teaching': 6.9, 'combative': 0, 'informing': 29.9, 'announcing': 22.4, 'supportive': 14.4, 'provocative': 1.3, 'devils_advocate': 0}",80,False,False,,,301,https://digg.com/u/x/mlittmancs,https://x.com/mlittmancs
474,RaquelUrtasun,raquelurtasun,Raquel Urtasun,Founder,ai,161,2.124,161,13025,"Founder & CEO @Waabi_ai
Professor at @UofT
Co-Founder @VectorInst",1258769409235091457,,465,-9,72,8.5,"{'troll': 0, 'banter': 0.2, 'hopeful': 22.4, 'humorous': 0.4, 'teaching': 5.6, 'combative': 0, 'informing': 21.2, 'announcing': 29.4, 'supportive': 20.5, 'provocative': 0.3, 'devils_advocate': 0}",93,False,False,,,302,https://digg.com/u/x/raquelurtasun,https://x.com/RaquelUrtasun
475,robertarail,robertarail,Roberta Raileanu,Researcher,ai,161,2.124,161,10897,Open-Endedness Team Lead and Senior Staff Research Scientist @GoogleDeepMind. Honorary Associate Professor @bold_lab_ai. ex @Meta | @NYU | @Princeton.,1387376042,https://github.com/rraileanu,445,-30,97,9.2,"{'troll': 0, 'banter': 0, 'hopeful': 19.9, 'humorous': 1.4, 'teaching': 7.3, 'combative': 0, 'informing': 24.2, 'announcing': 22.6, 'supportive': 22, 'provocative': 2.3, 'devils_advocate': 0.2}",176,False,False,,,303,https://digg.com/u/x/robertarail,https://x.com/robertarail
476,dipanjand,dipanjand,Dipanjan Das,Researcher,ai,161,2.124,161,6372,Researcher at @GoogleDeepmind.  Factuality and Gemini x Search.,34078684,,579,103,98,,"{'troll': 0, 'banter': 0.5, 'hopeful': 14, 'humorous': 1.6, 'teaching': 8.2, 'combative': 0, 'informing': 33.6, 'announcing': 22.8, 'supportive': 18.9, 'provocative': 0.3, 'devils_advocate': 0.1}",180,False,False,,,304,https://digg.com/u/x/dipanjand,https://x.com/dipanjand
477,noahdgoodman,noahdgoodman,noahdgoodman,Academic,ai,160,2.111,160,6847,"humans& co-founder. professor of natural and artificial intelligence @Stanford. (@StanfordNLP @StanfordAILab) ex: Google DeepMind, UberAI",1193894314566307841,https://github.com/ngoodman,392,-85,126,7,"{'troll': 0, 'banter': 1.3, 'hopeful': 15, 'humorous': 8.2, 'teaching': 16.8, 'combative': 0, 'informing': 25, 'announcing': 15.7, 'supportive': 10.4, 'provocative': 5.3, 'devils_advocate': 2.2}",114,False,False,,,305,https://digg.com/u/x/noahdgoodman,https://x.com/noahdgoodman
478,amanrsanger,amanrsanger,Aman Sanger,Founder,tech,160,2.111,160,52053,@cursor_ai founder,1378017343641640961,https://github.com/Sanger2000,491,13,73,8.5,"{'troll': 0, 'banter': 0.1, 'hopeful': 11, 'humorous': 1.1, 'teaching': 40.5, 'combative': 0, 'informing': 28.3, 'announcing': 10.9, 'supportive': 5.1, 'provocative': 2.7, 'devils_advocate': 0.4}",199,False,False,,,173,https://digg.com/u/x/amanrsanger,https://x.com/amanrsanger
479,alexalbert__,alexalbert__,Alex Albert,Engineer,tech,160,2.111,160,145631,Research @AnthropicAI. Opinions are my own!,1380719534970040322,https://github.com/alexalbertt,442,-37,7,7.5,"{'troll': 0, 'banter': 0.6, 'hopeful': 17.3, 'humorous': 3.3, 'teaching': 10.5, 'combative': 0, 'informing': 27.8, 'announcing': 28.5, 'supportive': 10.3, 'provocative': 1.9, 'devils_advocate': 0}",200,False,False,,,174,https://digg.com/u/x/alexalbert__,https://x.com/alexalbert__
480,jasonkwon,jasonkwon,Jason Kwon,Executive,tech,160,2.111,160,29182,CSO @openai,22685229,,616,136,22,9,"{'troll': 0, 'banter': 2.5, 'hopeful': 19.8, 'humorous': 4, 'teaching': 5.8, 'combative': 1.3, 'informing': 28.6, 'announcing': 16.1, 'supportive': 17.4, 'provocative': 4.4, 'devils_advocate': 0}",125,False,False,,,175,https://digg.com/u/x/jasonkwon,https://x.com/jasonkwon
481,isbellHFh,isbellhfh,Charles Isbell,Academic,ai,160,2.111,160,9018,"Professor & Chancellor, University of Illinois… but this is my personal account.",41609220,,553,72,127,,{},0,False,False,,,306,https://digg.com/u/x/isbellhfh,https://x.com/isbellHFh
482,sarahwiegreffe,sarahwiegreffe,Sarah Wiegreffe,Academic,ai,159,2.098,159,5830,"Research in NLP & trustworthy ML (mostly interpretability).
Trying to make LMs more transparent, reliable, & safe.
Assistant prof @umdcs @clipumd
V...",1882939814,https://github.com/sarahwie,559,77,128,,{},0,False,False,,,307,https://digg.com/u/x/sarahwiegreffe,https://x.com/sarahwiegreffe
483,PeterWBattaglia,peterwbattaglia,Peter Battaglia,Researcher,ai,159,2.098,159,19607,"Research Scientist, DeepMind",1951553371,,518,35,99,8.5,"{'troll': 0, 'banter': 0, 'hopeful': 18.9, 'humorous': 0, 'teaching': 10.6, 'combative': 0, 'informing': 27.2, 'announcing': 30.4, 'supportive': 8.9, 'provocative': 1.5, 'devils_advocate': 2.6}",27,False,False,,,308,https://digg.com/u/x/peterwbattaglia,https://x.com/PeterWBattaglia
484,andrew_n_carr,andrew_n_carr,Andrew Carr 🤸,Research Engineer,tech,159,2.098,159,26352,"co-founder leading science @getcartwheel co-founder advisor @arcade_ai Past: Codex @OpenAI, Brain @GoogleAI, world ranked Tetris player",3378986176,https://github.com/andrewnc,275,-209,64,8,"{'troll': 0, 'banter': 3.9, 'hopeful': 11.9, 'humorous': 24.9, 'teaching': 7.3, 'combative': 0, 'informing': 18.2, 'announcing': 9.7, 'supportive': 11.6, 'provocative': 11.1, 'devils_advocate': 1.4}",198,False,False,,,176,https://digg.com/u/x/andrew_n_carr,https://x.com/andrew_n_carr
485,scott_e_reed,scott_e_reed,Scott Reed,Researcher,ai,159,2.098,159,17082,,4527505582,https://github.com/reedscot,474,-11,100,7.5,"{'troll': 0, 'banter': 2.8, 'hopeful': 15.8, 'humorous': 9.3, 'teaching': 13.7, 'combative': 0, 'informing': 19.3, 'announcing': 4.7, 'supportive': 25.9, 'provocative': 6.5, 'devils_advocate': 2}",43,False,False,,,309,https://digg.com/u/x/scott_e_reed,https://x.com/scott_e_reed
486,karaswisher,karaswisher,Kara Swisher,Creator,tech,159,2.098,159,1617726,"“Vitriolic” and now “shrill”media lady, though dogs can hear me loud and clear",5763262,,828,342,18,9,"{'troll': 0.1, 'banter': 4.8, 'hopeful': 4, 'humorous': 17.1, 'teaching': 5, 'combative': 5.4, 'informing': 24.4, 'announcing': 6.9, 'supportive': 11.2, 'provocative': 20, 'devils_advocate': 1.1}",199,False,False,,,177,https://digg.com/u/x/karaswisher,https://x.com/karaswisher
487,ZhongRuiqi,zhongruiqi,Ruiqi Zhong,Researcher,ai,159,2.098,159,6683,Member of Technical Staff at Thinking Machines. Human+AI collaboration. Scalable Oversight. Explainability. Prev @AnthropicAI PhD UC Berkeley'25; C...,786979414030581760,https://github.com/ruiqi-zhong,463,-24,101,9,"{'troll': 0, 'banter': 0, 'hopeful': 10.7, 'humorous': 1.8, 'teaching': 31.3, 'combative': 0, 'informing': 27.1, 'announcing': 14.8, 'supportive': 7.2, 'provocative': 5.7, 'devils_advocate': 1.4}",157,False,False,,,310,https://digg.com/u/x/zhongruiqi,https://x.com/ZhongRuiqi
488,syhw,syhw,Gabriel Synnaeve,Researcher,tech,159,2.098,159,16836,"Nerd & Dad.
RL & CodeGen research since before it was cool.",79440047,https://github.com/syhw,295,-193,102,9,"{'troll': 0, 'banter': 2.1, 'hopeful': 6.7, 'humorous': 13.6, 'teaching': 9.4, 'combative': 0, 'informing': 31.7, 'announcing': 17.1, 'supportive': 12.3, 'provocative': 6.8, 'devils_advocate': 0.4}",199,False,False,,,178,https://digg.com/u/x/syhw,https://x.com/syhw
489,machelreid,machelreid,Machel Reid,Researcher,ai,159,2.098,159,3160,"research scientist @googledeepmind ♊️

post-training/thinking/rl",807327556072402945,https://github.com/machelreid,501,12,103,9,"{'troll': 0, 'banter': 2.7, 'hopeful': 13.4, 'humorous': 14.6, 'teaching': 14.9, 'combative': 0, 'informing': 21.7, 'announcing': 15.8, 'supportive': 14.6, 'provocative': 1.5, 'devils_advocate': 0.8}",142,False,False,,,311,https://digg.com/u/x/machelreid,https://x.com/machelreid
490,ananyaku,ananyaku,Ananya Kumar,Research Engineer,ai,158,2.084,158,8518,"Research lead at Meta TBD Labs.

Previously research lead and core contributor to o1, o3, gpt5, at OpenAI. PhD at Stanford with Percy Liang and Ten...",1010536067886387200,https://github.com/AnanyaKumar,378,-112,65,9,"{'troll': 0, 'banter': 0, 'hopeful': 14.2, 'humorous': 0.9, 'teaching': 18.3, 'combative': 0, 'informing': 28.1, 'announcing': 19.4, 'supportive': 18.1, 'provocative': 0.8, 'devils_advocate': 0.2}",89,False,False,,,312,https://digg.com/u/x/ananyaku,https://x.com/ananyaku
491,stephenroller,stephenroller,Stephen Roller,Research Engineer,ai,158,2.084,158,5937,"MTS @thinkymachines. previously pre-training @googledeepmind, @character_ai, and @aiatmeta.",13759132,https://github.com/stephenroller,369,-122,66,8.2,"{'troll': 0.1, 'banter': 4.6, 'hopeful': 8.3, 'humorous': 20, 'teaching': 14.5, 'combative': 0.2, 'informing': 22.6, 'announcing': 9.8, 'supportive': 10, 'provocative': 6.3, 'devils_advocate': 3.6}",140,False,False,,,313,https://digg.com/u/x/stephenroller,https://x.com/stephenroller
492,micsolana,micsolana,Mike Solana,Creator,tech,158,2.084,158,397205,billionaire media tycoon and former mayor of san francisco. disinformation researcher. cmo @foundersfund. editor-in-chief @piratewires 🏴‍☠️,18989355,,,,19,8,"{'troll': 1.2, 'banter': 2.8, 'hopeful': 4.9, 'humorous': 20.7, 'teaching': 10.7, 'combative': 7.5, 'informing': 12.6, 'announcing': 2.8, 'supportive': 4.4, 'provocative': 30.2, 'devils_advocate': 2.3}",160,False,False,,,179,https://digg.com/u/x/micsolana,https://x.com/micsolana
493,davidbau,davidbau,David Bau,Academic,ai,158,2.084,158,7304,"Computer Science Professor at Northeastern, Ex-Googler.  Believes AI should be transparent. @davidbau@sigmoid.social @davidbau.bsky.social http://b...",19357631,https://github.com/davidbau,496,3,129,9,"{'troll': 0, 'banter': 0.4, 'hopeful': 8.9, 'humorous': 2.9, 'teaching': 22.6, 'combative': 0.1, 'informing': 30, 'announcing': 14.7, 'supportive': 11, 'provocative': 8.8, 'devils_advocate': 0.6}",200,False,False,,,314,https://digg.com/u/x/davidbau,https://x.com/davidbau
494,yubai01,yubai01,Yu Bai,Research Engineer,ai,158,2.084,158,8995,"Training Accelerations @OpenAI. Previously @SFResearch, PhD @Stanford.",212147661,https://github.com/allenbai01,422,-72,67,9.2,"{'troll': 0, 'banter': 0.8, 'hopeful': 16.3, 'humorous': 2.4, 'teaching': 17.7, 'combative': 0, 'informing': 23.6, 'announcing': 23.2, 'supportive': 15.6, 'provocative': 0.3, 'devils_advocate': 0}",119,False,False,,,315,https://digg.com/u/x/yubai01,https://x.com/yubai01
495,du_yilun,du_yilun,Yilun Du,Academic,ai,158,2.084,158,12299,"Assistant Professor at Harvard @KempnerInst + CS.  PhD @MIT_CSAIL, BS MIT. Generative Models, Compositionality, Embodied Agents, Robot Learning.",851865313,https://github.com/yilundu,543,48,130,,"{'troll': 0, 'banter': 0, 'hopeful': 14.7, 'humorous': 0, 'teaching': 19.6, 'combative': 0, 'informing': 28, 'announcing': 25.4, 'supportive': 11.9, 'provocative': 0.5, 'devils_advocate': 0}",200,False,False,,,316,https://digg.com/u/x/du_yilun,https://x.com/du_yilun
496,erikbryn,erikbryn,Erik Brynjolfsson,Academic,tech,157,2.071,157,231206,"Director @DigEconLab
Co-founder, @Workhelix
@StanfordHAI @SIEPR @Stanford https://www.amazon.com/Second-Machine-Age-Prosperity-Technologies/dp/0393...",92116069,,389,-107,131,8.2,"{'troll': 0, 'banter': 1.1, 'hopeful': 11.4, 'humorous': 3.5, 'teaching': 12.7, 'combative': 0, 'informing': 38.9, 'announcing': 12.5, 'supportive': 12.2, 'provocative': 6.3, 'devils_advocate': 1.6}",200,False,False,,,180,https://digg.com/u/x/erikbryn,https://x.com/erikbryn
497,FidlerSanja,fidlersanja,Sanja Fidler,Academic,ai,156,2.058,156,17385,"Associate Professor @UofT, Vice President of AI Research @nvidia, founding member of @VectorInst. Computer vision, deep learning, 3D. Opinions are ...",1018558062444064768,,557,60,132,8,"{'troll': 0, 'banter': 0, 'hopeful': 13.3, 'humorous': 0.6, 'teaching': 2.8, 'combative': 0.4, 'informing': 31.7, 'announcing': 36.4, 'supportive': 14.3, 'provocative': 0.6, 'devils_advocate': 0}",100,False,False,,,317,https://digg.com/u/x/fidlersanja,https://x.com/FidlerSanja
498,annargrs,annargrs,Anna Rogers,Academic,ai,156,2.058,156,9039,"Associate professor @ITUkbh: LLM interpretability, generalization, AI & society. Co-editor-in-chief @ACLRollingReview. 
Blog: https://hackingsemant...",1044298030512570368,https://github.com/annargrs,534,36,133,,{},0,False,False,,,318,https://digg.com/u/x/annargrs,https://x.com/annargrs
499,benedictevans,benedictevans,Benedict Evans,Creator,tech,156,2.058,156,351491,"No longer active here. 
See Threads, LinkedIn, web and newsletter.",1236101,,,,20,8.5,{},0,False,False,,,181,https://digg.com/u/x/benedictevans,https://x.com/benedictevans
500,mlevchin,mlevchin,Max Levchin,Founder,tech,156,2.058,156,255609,"И чтец, и жнец, и на дуде игрец. Affirm, Glow, SciFi. ✡️",14541402,https://github.com/maxlevchin,,,74,8.5,"{'troll': 0, 'banter': 1.6, 'hopeful': 10, 'humorous': 16.1, 'teaching': 13.9, 'combative': 0.4, 'informing': 16.5, 'announcing': 13.7, 'supportive': 17.1, 'provocative': 8.8, 'devils_advocate': 1.8}",120,False,False,,,182,https://digg.com/u/x/mlevchin,https://x.com/mlevchin
501,teortaxesTex,teortaxestex,Teortaxes▶️ (DeepSeek 推特🐋铁粉 2023 – ∞),Creator,tech,156,2.058,156,68177,"We're in a race. It's not USA vs China but humans and AGIs vs ape power centralization.
@deepseek_ai stan #1, 2023–Deep Time

«C’est la guerre.» ®1",192201556,,440,-61,21,8,"{'troll': 1.2, 'banter': 2.9, 'hopeful': 7.1, 'humorous': 11.2, 'teaching': 13.8, 'combative': 2.8, 'informing': 24.4, 'announcing': 2.7, 'supportive': 6.6, 'provocative': 22, 'devils_advocate': 5.3}",198,False,False,,,183,https://digg.com/u/x/teortaxestex,https://x.com/teortaxesTex
502,NaveenGRao,naveengrao,Naveen Rao,Founder,tech,156,2.058,156,38171,CEO @unconvai. Former CEO MosaicML/Databricks & Nervana/IntelAI. Neuro + CS. I like to build stuff that will eventually learn how to build other st...,22113265,https://github.com/naveengrao,459,-43,75,9.5,"{'troll': 0, 'banter': 1.5, 'hopeful': 15.2, 'humorous': 10.7, 'teaching': 16.7, 'combative': 0.7, 'informing': 16.3, 'announcing': 9.4, 'supportive': 17.4, 'provocative': 10.2, 'devils_advocate': 2}",199,False,False,,,184,https://digg.com/u/x/naveengrao,https://x.com/NaveenGRao
503,hllo_wrld,hllo_wrld,Victor Zhong,Academic,ai,156,2.058,156,5955,"ML+NLP AP @UWCheritonCS, @cifar_news AIChair @vectorinst. Former @MSFTResearch @MetaAI, @SFResearch via @MetamindIO, @uwnlp, @StanfordNLP, @eceuoft.",257287707,https://github.com/vzhong,596,93,134,,{},0,False,False,,,319,https://digg.com/u/x/hllo_wrld,https://x.com/hllo_wrld
504,andrewchen,andrewchen,andrew chen,Investor,tech,156,2.058,156,389723,🇺🇸 a16z speedrun,3283901,https://github.com/andrewchen,,,22,8.5,{},0,False,False,,,185,https://digg.com/u/x/andrewchen,https://x.com/andrewchen
505,EdwardSun0909,edwardsun0909,Zhiqing Sun,Research Engineer,ai,156,2.058,156,19703,Lead agent research @Meta MSL TBD Lab. previously posttraining/agent research @OpenAI. CS PhD @LTIatCMU,3367250534,https://github.com/Edward-Sun,358,-147,68,9,"{'troll': 0, 'banter': 2.3, 'hopeful': 14.9, 'humorous': 6.8, 'teaching': 11.9, 'combative': 0, 'informing': 18.8, 'announcing': 17, 'supportive': 20.1, 'provocative': 5.4, 'devils_advocate': 2.8}",173,False,False,,,320,https://digg.com/u/x/edwardsun0909,https://x.com/EdwardSun0909
506,iatitov,iatitov,Ivan Titov,Academic,ai,156,2.058,156,7062,Professor of Natural Language Processing at Uni Edinburgh / Uni Amsterdam,776074951262699521,,613,107,135,,{},0,False,False,,,321,https://digg.com/u/x/iatitov,https://x.com/iatitov
507,DBahdanau,dbahdanau,🇺🇦 Dzmitry Bahdanau,Researcher,ai,156,2.058,156,11113,"Team member at @periodiclabs. 
Adjunct Prof @ McGill. 
Member of Mila, Quebec AI Institute. 
Stream of consciousness is my own.",895635687130644480,https://github.com/rizar,405,-102,104,8.2,"{'troll': 0.2, 'banter': 0.6, 'hopeful': 11.9, 'humorous': 12.9, 'teaching': 14.8, 'combative': 1.9, 'informing': 12.6, 'announcing': 9.9, 'supportive': 15.7, 'provocative': 17.2, 'devils_advocate': 2.4}",200,False,False,,,322,https://digg.com/u/x/dbahdanau,https://x.com/DBahdanau
508,Ken_Goldberg,ken_goldberg,Ken Goldberg,Academic,ai,156,2.058,156,21160,"Artist and Engineering Prof @UCBerkeley, Co-Founder @AmbiRobotics & @JacobiRobotics. Interests: robots, rockets, redwoods, rebels.",89583009,,581,73,136,,"{'troll': 0, 'banter': 1, 'hopeful': 14.9, 'humorous': 4.9, 'teaching': 8.8, 'combative': 0, 'informing': 23.9, 'announcing': 12.5, 'supportive': 26.7, 'provocative': 4.6, 'devils_advocate': 2.5}",199,False,False,,,323,https://digg.com/u/x/ken_goldberg,https://x.com/Ken_Goldberg
509,pcastr,pcastr,Pablo Samuel Castro,Researcher,ai,156,2.058,156,14453,Señor swesearcher @ Google DeepMind. Adjunct prof @ U de Montreal & Mila. Musician. From 🇪🇨 living in 🇨🇦.,95683474,https://github.com/psc-g,467,-42,105,8.5,"{'troll': 0, 'banter': 0.8, 'hopeful': 11.8, 'humorous': 7.9, 'teaching': 13.7, 'combative': 0, 'informing': 19.1, 'announcing': 23.2, 'supportive': 18.9, 'provocative': 4.2, 'devils_advocate': 0.7}",200,False,False,,,324,https://digg.com/u/x/pcastr,https://x.com/pcastr
